Ligand_name	23_solution_0^1	Bujnicki_01^1	Bujnicki_02^1	Bujnicki_03^1	Chen_01^1	Chen_02^1	Chen_03^1	Das_01^1	Das_02^1	Das_03^1	Das_04^1	Das_05^1	Das_06^1	Das_07^1	Das_08^1	Das_09^1	Das_10^1	Ding_01^1	Ding_02^1	Ding_03^1	Ding_04^1	Ding_05^1	Dokholyan_01^1	RNAComposerHuman_01^1	RNAComposerHuman_02^1	RNAComposerHuman_03^1	Xiao_01^1	Xiao_02^1	Xiao_03^1	Xiao_04^1	Xiao_05^1
Ding_02^1	0.3333	0.0001	0.0625	0.3077	0.1818	0.0769	0.1538	0.3846	0.4545	0.4615	0.5455	0.5	0.5455	0.4545	0.3846	0.4615	0.4167	1.0	1.0	0.7	0.5556	0.6667	0.0769	0.3	0.3	0.3636	0.0001	0.0001	0.0001	0.25	0.0001
Ding_03^1	0.5455	0.0001	0.0588	0.2	0.2727	0.25	0.3333	0.3571	0.3077	0.4286	0.6364	0.4545	0.5	0.4167	0.4615	0.4286	0.2857	0.7	0.7	1.0	0.5	0.6	0.0714	0.2727	0.2727	0.3333	0.0001	0.0001	0.0001	0.3333	0.0001
Ding_04^1	0.2727	0.0001	0.0714	0.1538	0.1	0.0001	0.0833	0.6	0.5556	0.2143	0.6667	0.3	0.3636	0.5556	0.6	0.3077	0.3636	0.5556	0.5556	0.5	1.0	0.625	0.2	0.2222	0.2222	0.3	0.0001	0.0001	0.0001	0.1818	0.0001
Ding_05^1	0.25	0.0001	0.0001	0.2308	0.2	0.0833	0.1667	0.4167	0.3636	0.2857	0.6	0.2727	0.3333	0.3636	0.4167	0.2857	0.3333	0.6667	0.6667	0.6	0.625	1.0	0.1818	0.3333	0.3333	0.5556	0.0001	0.0001	0.0001	0.4	0.0001
Dokholyan_01^1	0.0769	0.0833	0.0714	0.1538	0.0001	0.0909	0.0001	0.2308	0.2727	0.1333	0.25	0.0833	0.25	0.1667	0.2308	0.1333	0.3636	0.0769	0.0769	0.0714	0.2	0.1818	1.0	0.1	0.1	0.1818	0.1538	0.0001	0.1818	0.0833	0.1111
RNAComposerHuman_01^1	0.1818	0.0001	0.0001	0.1667	0.1111	0.2222	0.2	0.25	0.1818	0.2308	0.2727	0.0909	0.1667	0.0833	0.25	0.0667	0.0769	0.3	0.3	0.2727	0.2222	0.3333	0.1	1.0	1.0	0.7143	0.0001	0.0001	0.0001	0.2	0.0001
RNAComposerHuman_02^1	0.1818	0.0001	0.0001	0.1667	0.1111	0.2222	0.2	0.25	0.1818	0.2308	0.2727	0.0909	0.1667	0.0833	0.25	0.0667	0.0769	0.3	0.3	0.2727	0.2222	0.3333	0.1	1.0	1.0	0.7143	0.0001	0.0001	0.0001	0.2	0.0001
RNAComposerHuman_03^1	0.1538	0.0001	0.0001	0.2308	0.0909	0.1818	0.1667	0.3077	0.25	0.2857	0.4545	0.1667	0.2308	0.1538	0.3077	0.125	0.2308	0.3636	0.3636	0.3333	0.3	0.5556	0.1818	0.7143	0.7143	1.0	0.0001	0.0001	0.0001	0.4	0.0001
Xiao_01^1	0.0001	0.3333	0.125	0.2857	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0526	0.2	0.0001	0.0001	0.0001	0.0001	0.0001	0.1538	0.0001	0.0001	0.0001	1.0	0.3846	0.3333	0.0001	0.4444
Xiao_02^1	0.0001	0.3333	0.3846	0.2857	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.3846	1.0	0.3333	0.0667	0.1818
Xiao_03^1	0.0001	0.0769	0.3333	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0588	0.1429	0.0001	0.0001	0.0001	0.0001	0.0001	0.1818	0.0001	0.0001	0.0001	0.3333	0.3333	1.0	0.0001	0.2222
Xiao_04^1	0.25	0.0769	0.0001	0.1429	0.2	0.1818	0.1667	0.1333	0.0714	0.125	0.2308	0.0769	0.0667	0.0714	0.1333	0.0588	0.1429	0.25	0.25	0.3333	0.1818	0.4	0.0833	0.2	0.2	0.4	0.0001	0.0667	0.0001	1.0	0.0001
Xiao_05^1	0.0001	0.2222	0.0833	0.1818	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0833	0.0001	0.0001	0.0001	0.0001	0.0001	0.1111	0.0001	0.0001	0.0001	0.4444	0.1818	0.2222	0.0001	1.0
