Ligand_name	23_solution_0^1	Bujnicki_01^1	Bujnicki_02^1	Bujnicki_03^1	Chen_01^1	Chen_02^1	Chen_03^1	Das_01^1	Das_02^1	Das_03^1	Das_04^1	Das_05^1	Das_06^1	Das_07^1	Das_08^1	Das_09^1	Das_10^1	Ding_01^1	Ding_02^1	Ding_03^1	Ding_04^1	Ding_05^1	Dokholyan_01^1	RNAComposerHuman_01^1	RNAComposerHuman_02^1	RNAComposerHuman_03^1	Xiao_01^1	Xiao_02^1	Xiao_03^1	Xiao_04^1	Xiao_05^1
Ding_01^1	0.6667	0.125	0.1111	0.4444	0.4444	0.2857	0.5	0.6	0.6	0.6923	0.8182	0.8	0.8	0.8	0.6667	0.75	0.6364	1.0	1.0	0.9	0.875	0.8889		0.6667	0.6667	0.6667	0.0001	0.0001	0.0001	0.3333	0.3333
Ding_02^1	0.6667	0.125	0.1111	0.4444	0.4444	0.2857	0.5	0.6	0.6	0.6923	0.8182	0.8	0.8	0.8	0.6667	0.75	0.6364	1.0	1.0	0.9	0.875	0.8889		0.6667	0.6667	0.6667	0.0001	0.0001	0.0001	0.3333	0.3333
Ding_03^1	0.6667	0.125	0.1111	0.3333	0.4444	0.4286	0.5	0.6	0.5	0.5385	0.7273	0.6	0.6	0.6	0.5833	0.5833	0.4545	0.8182	0.8182	1.0	0.875	0.8889		0.6667	0.6667	0.5556	0.0001	0.0001	0.0001	0.3333	0.2222
Ding_04^1	0.4444	0.125	0.1111	0.3333	0.2222	0.1429	0.3	0.6	0.5	0.3846	0.6364	0.4	0.5	0.5	0.5	0.4167	0.4545	0.6364	0.6364	0.7	1.0	0.8889		0.6667	0.6667	0.6667	0.0001	0.0001	0.0001	0.3333	0.1111
Ding_05^1	0.4444	0.125	0.1111	0.3333	0.2222	0.1429	0.3	0.7	0.6	0.4615	0.7273	0.5	0.5	0.6	0.5833	0.5	0.4545	0.7273	0.7273	0.8	1.0	1.0		0.6667	0.6667	0.6667	0.0001	0.0001	0.0001	0.3333	0.2222
Dokholyan_01^1	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001		0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
RNAComposerHuman_01^1	0.4444	0.125	0.1111	0.2222	0.2222	0.2857	0.3	0.4	0.4	0.3846	0.3636	0.3	0.3	0.3	0.4167	0.1667	0.1818	0.3636	0.3636	0.4	0.5	0.4444		1.0	1.0	0.6667	0.0001	0.0001	0.0001	0.1667	0.1111
RNAComposerHuman_02^1	0.4444	0.125	0.1111	0.2222	0.2222	0.2857	0.3	0.4	0.4	0.3846	0.3636	0.3	0.3	0.3	0.4167	0.1667	0.1818	0.3636	0.3636	0.4	0.5	0.4444		1.0	1.0	0.6667	0.0001	0.0001	0.0001	0.1667	0.1111
RNAComposerHuman_03^1	0.4444	0.125	0.1111	0.4444	0.3333	0.2857	0.4	0.5	0.6	0.5385	0.5455	0.5	0.5	0.5	0.5	0.3333	0.4545	0.5455	0.5455	0.5	0.75	0.6667		1.0	1.0	1.0	0.0001	0.0001	0.0001	0.4167	0.1111
Xiao_01^1	0.0001	0.625	0.6667	0.4444	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0833	0.2727	0.0001	0.0001	0.0001	0.0001	0.0001		0.0001	0.0001	0.0001	1.0	1.0	1.0	0.4167	0.5556
Xiao_02^1	0.0001	0.625	0.5556	0.4444	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0833	0.2727	0.0001	0.0001	0.0001	0.0001	0.0001		0.0001	0.0001	0.0001	0.9286	1.0	1.0	0.4167	0.5556
Xiao_03^1	0.0001	0.5	0.5556	0.4444	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0833	0.2727	0.0001	0.0001	0.0001	0.0001	0.0001		0.0001	0.0001	0.0001	0.8571	0.9231	1.0	0.3333	0.5556
Xiao_04^1	0.3333	0.25	0.0001	0.3333	0.3333	0.2857	0.3	0.2	0.2	0.2308	0.2727	0.2	0.2	0.2	0.1667	0.25	0.5455	0.3636	0.3636	0.4	0.5	0.4444		0.3333	0.3333	0.5556	0.3571	0.3846	0.3333	1.0	0.2222
Xiao_05^1	0.3333	0.375	0.2222	0.4444	0.0001	0.1429	0.0001	0.3	0.3	0.3077	0.3636	0.3	0.3	0.3	0.3333	0.25	0.2727	0.2727	0.2727	0.2	0.125	0.2222		0.1667	0.1667	0.1111	0.3571	0.3846	0.4167	0.1667	1.0
