Ligand_name	23_solution_0^1	Bujnicki_01^1	Bujnicki_02^1	Bujnicki_03^1	Chen_01^1	Chen_02^1	Chen_03^1	Das_01^1	Das_02^1	Das_03^1	Das_04^1	Das_05^1	Das_06^1	Das_07^1	Das_08^1	Das_09^1	Das_10^1	Ding_01^1	Ding_02^1	Ding_03^1	Ding_04^1	Ding_05^1	Dokholyan_01^1	RNAComposerHuman_01^1	RNAComposerHuman_02^1	RNAComposerHuman_03^1	Xiao_01^1	Xiao_02^1	Xiao_03^1	Xiao_04^1	Xiao_05^1
Das_10^1	0.207	0.0845	0.0001	0.1429	0.0001	0.0001	0.0001	0.483	0.483	0.504	0.345	0.414	0.4537	0.5189	0.4537	0.5	1.0	0.4905	0.4082	0.138	0.3381	0.2857	0.345	0.0001	0.0001	0.0001	0.0806	0.0001	0.0001	0.1091	0.1336
Ding_01^1	0.2962	0.0001	0.0574	0.1839	0.0725	0.1529	0.1909	0.3554	0.5331	0.5407	0.4146	0.4146	0.5564	0.4454	0.4451	0.4905	0.4905	1.0	0.7509	0.5923	0.6529	0.6131	0.1185	0.2294	0.2294	0.2294	0.0001	0.0001	0.0001	0.1873	0.0001
Ding_02^1	0.2254	0.0001	0.0001	0.2333	0.138	0.1455	0.1816	0.2817	0.3381	0.4115	0.2817	0.3381	0.4763	0.3026	0.3176	0.3499	0.4082	0.7509	1.0	0.7325	0.5521	0.6415	0.0563	0.2182	0.2182	0.2182	0.0001	0.0001	0.0001	0.1782	0.0001
Ding_03^1	0.2667	0.0001	0.0001	0.207	0.1633	0.1721	0.2148	0.2	0.2667	0.2434	0.4	0.2	0.2505	0.2148	0.2505	0.276	0.138	0.5923	0.7325	1.0	0.6532	0.7591	0.0667	0.2582	0.2582	0.2582	0.0001	0.0001	0.0001	0.2108	0.0001
Ding_04^1	0.1633	0.0001	0.0001	0.169	0.0001	0.0001	0.0877	0.3266	0.4082	0.2236	0.4899	0.2449	0.3835	0.3508	0.3835	0.3381	0.3381	0.6529	0.5521	0.6532	1.0	0.6761	0.1633	0.3162	0.3162	0.3162	0.0001	0.0001	0.0001	0.2582	0.0001
Ding_05^1	0.207	0.0001	0.0001	0.2857	0.169	0.1782	0.1482	0.276	0.345	0.315	0.414	0.276	0.3241	0.2965	0.3241	0.3571	0.2857	0.6131	0.6415	0.7591	0.6761	1.0	0.138	0.2673	0.2673	0.2673	0.0001	0.0001	0.0001	0.3273	0.0001
Dokholyan_01^1	0.0667	0.0816	0.0645	0.138	0.0001	0.0861	0.0001	0.4	0.3333	0.2434	0.2	0.1333	0.1879	0.2864	0.3757	0.138	0.345	0.1185	0.0563	0.0667	0.1633	0.138	1.0	0.0001	0.0001	0.0001	0.1557	0.0001	0.0861	0.1054	0.1291
RNAComposerHuman_01^1	0.0001	0.0001	0.0001	0.1336	0.0001	0.0001	0.1387	0.1291	0.0001	0.0001	0.1291	0.0001	0.0001	0.0001	0.1213	0.0001	0.0001	0.2294	0.2182	0.2582	0.3162	0.2673	0.0001	1.0	1.0	0.75	0.0001	0.0001	0.0001	0.2041	0.0001
RNAComposerHuman_02^1	0.0001	0.0001	0.0001	0.1336	0.0001	0.0001	0.1387	0.1291	0.0001	0.0001	0.1291	0.0001	0.0001	0.0001	0.1213	0.0001	0.0001	0.2294	0.2182	0.2582	0.3162	0.2673	0.0001	1.0	1.0	0.75	0.0001	0.0001	0.0001	0.2041	0.0001
RNAComposerHuman_03^1	0.1291	0.0001	0.0001	0.1336	0.0001	0.0001	0.1387	0.1291	0.0001	0.1179	0.1291	0.1291	0.0001	0.1387	0.2425	0.0001	0.0001	0.2294	0.2182	0.2582	0.3162	0.2673	0.0001	0.75	0.75	1.0	0.0001	0.0001	0.0001	0.2041	0.0001
Xiao_01^1	0.0001	0.0001	0.1508	0.1612	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0806	0.0001	0.0001	0.0001	0.0001	0.0001	0.1557	0.0001	0.0001	0.0001	1.0	0.0001	0.1005	0.0001	0.3015
Xiao_02^1	0.0001	0.2828	0.4472	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	1.0	0.4472	0.0001	0.0001
Xiao_03^1	0.0001	0.1054	0.3333	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0861	0.0001	0.0001	0.0001	0.1005	0.4472	1.0	0.0001	0.0001
Xiao_04^1	0.4216	0.0001	0.0001	0.1091	0.2582	0.2722	0.2265	0.2108	0.1054	0.0962	0.2108	0.0001	0.0001	0.1132	0.198	0.0001	0.1091	0.1873	0.1782	0.2108	0.2582	0.3273	0.1054	0.2041	0.2041	0.2041	0.0001	0.0001	0.0001	1.0	0.0001
Xiao_05^1	0.0001	0.1581	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.1336	0.0001	0.0001	0.0001	0.0001	0.0001	0.1291	0.0001	0.0001	0.0001	0.3015	0.0001	0.0001	0.0001	1.0
