PDB,metrics,Spearman,Pearson,Kendall,R²
1YRJ,cosine_similarity,-0.5400084582763055,-0.6162238329454351,-0.4013721038984064,0.3797318122899633
1YRJ,euclidean,0.5528382184786468,0.6395254888258692,0.41562118855252467,0.4089928508579667
1YRJ,half_square_euclidean,0.5528382184786468,0.6171223862787278,0.41562118855252467,0.3808400396463511
1YRJ,manhattan,0.5528382184786468,0.6171227445233696,0.41562118855252467,0.38084048180805635
1YRJ,soergel,0.5501067452229267,0.6350742339939253,0.4115545891689015,0.40331928268297035
1YRJ,square_euclidean,0.5528382184786468,0.6171227445233696,0.41562118855252467,0.38084048180805635
1YRJ,tanimoto,-0.5501067452229267,-0.6350804332008363,-0.4115545891689015,0.40332715663456187
1YRJ,tversky,-0.48627871725589766,-0.5887150548649152,-0.3755661482182966,0.3465854158245998
1ZZ5,cosine_similarity,-0.48542175522911574,-0.5272624044197607,-0.33546595777104526,0.2780056431145068
1ZZ5,euclidean,0.4416804971075008,0.5619466389064522,0.3130716122828139,0.31578402497825814
1ZZ5,half_square_euclidean,0.4416804971075008,0.5121272507940228,0.3130716122828139,0.2622743210058434
1ZZ5,manhattan,0.4416804971075008,0.5121281516293356,0.3130716122828139,0.26227524369127947
1ZZ5,soergel,0.5061114434388054,0.5872476627412853,0.350145281734549,0.3448598173951023
1ZZ5,square_euclidean,0.4416804971075008,0.5121281516293356,0.3130716122828139,0.26227524369127947
1ZZ5,tanimoto,-0.5061114434388054,-0.5872566528860654,-0.350145281734549,0.34487037635894446
1ZZ5,tversky,-0.5080385531535262,-0.5716940609057518,-0.37981542229996107,0.3268340992749093
2A04,cosine_similarity,-0.5935538981725981,-0.6089769172811083,-0.4286435500113885,0.3708528857812015
2A04,euclidean,0.5856615170504335,0.6465641753003994,0.4333434167839623,0.4180452327818851
2A04,half_square_euclidean,0.5856615170504335,0.6245795058510606,0.4333434167839623,0.3900995591291547
2A04,manhattan,0.5856615170504335,0.6245800624413642,0.4333434167839623,0.39010025439925816
2A04,soergel,0.5835427816161641,0.6339620799176423,0.41890955831961524,0.4019079187735021
2A04,square_euclidean,0.5856615170504335,0.6245800624413642,0.4333434167839623,0.39010025439925816
2A04,tanimoto,-0.5835427816161641,-0.6339690879351653,-0.41890955831961524,0.4019168044573452
2A04,tversky,-0.5521555100341512,-0.590533575608385,-0.40935776759406,0.34872990392082354
2AU4,cosine_similarity,-0.42756778873726503,-0.6510808593499265,-0.3104815204829846,0.42390628541183883
2AU4,euclidean,0.29818317859771853,0.6520873084159781,0.2194912882897435,0.42521785779719634
